Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths
6/2/2020,Italy,,43,12,233515,160092,33530
6/3/2020,Italy,,43,12,233836,160938,33601
6/4/2020,Italy,,43,12,234013,161895,33689
6/5/2020,Italy,,43,12,234531,163781,33774
6/6/2020,Italy,,43,12,234801,165078,33846
6/7/2020,Italy,,43,12,234998,165837,33899
6/8/2020,Italy,,43,12,235278,166584,33964
6/9/2020,Italy,,43,12,235561,168646,34043
6/10/2020,Italy,,43,12,235763,169939,34114
6/11/2020,Italy,,43,12,236142,171338,34167
6/12/2020,Italy,,43,12,236305,173085,34223
6/13/2020,Italy,,43,12,236651,174865,34301
6/14/2020,Italy,,43,12,236989,176370,34345
6/15/2020,Italy,,43,12,237290,177010,34371
6/16/2020,Italy,,43,12,237500,178526,34405
6/17/2020,Italy,,43,12,237828,179455,34448
6/18/2020,Italy,,43,12,238159,180544,34514
6/19/2020,Italy,,43,12,238011,181907,34561
6/20/2020,Italy,,43,12,238275,182453,34610
6/21/2020,Italy,,43,12,238499,182893,34634
6/22/2020,Italy,,43,12,238720,183426,34657
6/23/2020,Italy,,43,12,238833,184585,34675
6/24/2020,Italy,,43,12,239410,186111,34644
6/25/2020,Italy,,43,12,239706,186725,34678
6/26/2020,Italy,,43,12,239961,187615,34708
6/27/2020,Italy,,43,12,240136,188584,34716
6/28/2020,Italy,,43,12,240310,188891,34738
6/29/2020,Italy,,43,12,240436,189196,34744
6/30/2020,Italy,,43,12,240578,190248,34767
7/1/2020,Italy,,43,12,240760,190717,34788
7/2/2020,Italy,,43,12,240961,191083,34818
